activity_id,flavor_id,date_key,date,entity_key,category_key,location_key,metric1,metric2,status,notes
3337,music,20221202,2022-12-02,swift,pop,youtube,65,51,Active,
3338,music,20221202,2022-12-02,drake,hiphop,apple,90,16,Active,
3339,music,20221202,2022-12-02,bunny,latin,youtube,75,,Active,
3340,music,20221202,2022-12-02,weeknd,rnb,youtube,0,76,Inactive,
3341,music,20221202,2022-12-02,eilish,alt,youtube,53,2,Active,
3342,music,20221202,2022-12-02,wallen,country,youtube,40,63,Active,
3343,music,20221202,2022-12-02,sza,rnb,spotify,0,80,Inactive,
3344,music,20221209,2022-12-09,swift,pop,apple,10,52,Active,
3345,music,20221209,2022-12-09,drake,hiphop,youtube,48,70,Active,
3346,music,20221209,2022-12-09,bunny,latin,youtube,37,21,Active,
3347,music,20221209,2022-12-09,weeknd,rnb,apple,4,31,Active,
3348,music,20221209,2022-12-09,eilish,alt,youtube,61,,Active,
3349,music,20221209,2022-12-09,wallen,country,amazon,72,64,Active,
3350,music,20221209,2022-12-09,sza,rnb,amazon,58,35,Active,
3351,music,20221216,2022-12-16,swift,pop,spotify,0,38,Inactive,
3352,music,20221216,2022-12-16,drake,hiphop,apple,0,99,Inactive,
3353,music,20221216,2022-12-16,bunny,latin,spotify,49,92,Active,
3354,music,20221216,2022-12-16,weeknd,rnb,apple,35,72,Active,
3355,music,20221216,2022-12-16,eilish,alt,apple,0,,Inactive,
3356,music,20221216,2022-12-16,wallen,country,amazon,0,78,Inactive,
3357,music,20221216,2022-12-16,sza,rnb,youtube,49,8,Active,
3358,music,20221223,2022-12-23,swift,pop,amazon,70,33,Active,
3359,music,20221223,2022-12-23,drake,hiphop,spotify,41,87,Active,
3360,music,20221223,2022-12-23,bunny,latin,amazon,58,99,Active,
3361,music,20221223,2022-12-23,weeknd,rnb,amazon,50,44,Active,
3362,music,20221223,2022-12-23,eilish,alt,apple,83,84,Active,
3363,music,20221223,2022-12-23,wallen,country,youtube,54,46,Active,
3364,music,20221223,2022-12-23,sza,rnb,apple,78,25,Active,
3365,music,20221230,2022-12-30,swift,pop,youtube,10,94,Active,
3366,music,20221230,2022-12-30,drake,hiphop,youtube,38,2,Active,
3367,music,20221230,2022-12-30,bunny,latin,youtube,20,,Active,
3368,music,20221230,2022-12-30,weeknd,rnb,spotify,27,5,Active,
3369,music,20221230,2022-12-30,eilish,alt,youtube,0,15,Inactive,
3370,music,20221230,2022-12-30,wallen,country,amazon,23,89,Active,
3371,music,20221230,2022-12-30,sza,rnb,apple,35,,Active,
3372,music,20230106,2023-01-06,swift,pop,amazon,8,25,Active,
3373,music,20230106,2023-01-06,drake,hiphop,spotify,25,98,Active,
3374,music,20230106,2023-01-06,bunny,latin,youtube,89,53,Active,
3375,music,20230106,2023-01-06,weeknd,rnb,amazon,85,61,Active,
3376,music,20230106,2023-01-06,eilish,alt,amazon,43,40,Active,
3377,music,20230106,2023-01-06,wallen,country,amazon,47,85,Active,
3378,music,20230106,2023-01-06,sza,rnb,apple,65,64,Active,
3379,music,20230113,2023-01-13,swift,pop,apple,74,64,Active,
3380,music,20230113,2023-01-13,drake,hiphop,youtube,69,52,Active,
3381,music,20230113,2023-01-13,bunny,latin,youtube,54,85,Active,
3382,music,20230113,2023-01-13,weeknd,rnb,amazon,5,73,Active,
3383,music,20230113,2023-01-13,eilish,alt,amazon,0,46,Inactive,
3384,music,20230113,2023-01-13,wallen,country,youtube,0,2,Inactive,
3385,music,20230113,2023-01-13,sza,rnb,apple,73,19,Active,
3386,music,20230120,2023-01-20,swift,pop,youtube,0,86,Inactive,
3387,music,20230120,2023-01-20,drake,hiphop,amazon,65,12,Active,
3388,music,20230120,2023-01-20,bunny,latin,apple,0,6,Inactive,
3389,music,20230120,2023-01-20,weeknd,rnb,amazon,23,13,Active,
3390,music,20230120,2023-01-20,eilish,alt,youtube,68,,Active,
3391,music,20230120,2023-01-20,wallen,country,spotify,53,89,Active,
3392,music,20230120,2023-01-20,sza,rnb,apple,59,44,Active,
3393,music,20230127,2023-01-27,swift,pop,youtube,0,53,Inactive,
3394,music,20230127,2023-01-27,drake,hiphop,spotify,0,92,Inactive,
3395,music,20230127,2023-01-27,bunny,latin,youtube,52,68,Active,
3396,music,20230127,2023-01-27,weeknd,rnb,youtube,91,19,Active,
3397,music,20230127,2023-01-27,eilish,alt,amazon,5,,Active,
3398,music,20230127,2023-01-27,wallen,country,spotify,14,61,Active,
3399,music,20230127,2023-01-27,sza,rnb,youtube,80,49,Active,
3400,music,20230203,2023-02-03,swift,pop,amazon,11,46,Active,
3401,music,20230203,2023-02-03,drake,hiphop,amazon,66,88,Active,
3402,music,20230203,2023-02-03,bunny,latin,spotify,79,51,Active,
3403,music,20230203,2023-02-03,weeknd,rnb,apple,91,62,Active,
3404,music,20230203,2023-02-03,eilish,alt,spotify,80,67,Active,
3405,music,20230203,2023-02-03,wallen,country,youtube,92,46,Active,
3406,music,20230203,2023-02-03,sza,rnb,apple,0,66,Inactive,
3407,music,20230210,2023-02-10,swift,pop,spotify,9,40,Active,
3408,music,20230210,2023-02-10,drake,hiphop,apple,89,38,Active,
3409,music,20230210,2023-02-10,bunny,latin,spotify,82,91,Active,
3410,music,20230210,2023-02-10,weeknd,rnb,amazon,0,95,Inactive,
3411,music,20230210,2023-02-10,eilish,alt,spotify,91,35,Active,
3412,music,20230210,2023-02-10,wallen,country,spotify,5,21,Active,
3413,music,20230210,2023-02-10,sza,rnb,apple,12,15,Active,
3414,music,20230217,2023-02-17,swift,pop,spotify,37,3,Active,
3415,music,20230217,2023-02-17,drake,hiphop,amazon,43,34,Active,
3416,music,20230217,2023-02-17,bunny,latin,spotify,39,46,Active,
3417,music,20230217,2023-02-17,weeknd,rnb,apple,0,57,Inactive,
3418,music,20230217,2023-02-17,eilish,alt,apple,84,77,Active,
3419,music,20230217,2023-02-17,wallen,country,apple,16,34,Active,
3420,music,20230217,2023-02-17,sza,rnb,youtube,84,92,Active,
3421,music,20230224,2023-02-24,swift,pop,amazon,38,61,Active,
3422,music,20230224,2023-02-24,drake,hiphop,apple,79,41,Active,
3423,music,20230224,2023-02-24,bunny,latin,youtube,70,11,Active,
3424,music,20230224,2023-02-24,weeknd,rnb,spotify,41,93,Active,
3425,music,20230224,2023-02-24,eilish,alt,apple,79,38,Active,
3426,music,20230224,2023-02-24,wallen,country,spotify,0,51,Inactive,
3427,music,20230224,2023-02-24,sza,rnb,spotify,26,3,Active,
3428,music,20230303,2023-03-03,swift,pop,apple,37,84,Active,
3429,music,20230303,2023-03-03,drake,hiphop,apple,14,38,Active,
3430,music,20230303,2023-03-03,bunny,latin,spotify,41,81,Active,
3431,music,20230303,2023-03-03,weeknd,rnb,spotify,0,84,Inactive,
3432,music,20230303,2023-03-03,eilish,alt,spotify,92,100,Active,
3433,music,20230303,2023-03-03,wallen,country,amazon,43,47,Active,
3434,music,20230303,2023-03-03,sza,rnb,apple,49,,Active,
3435,music,20230310,2023-03-10,swift,pop,apple,28,97,Active,
3436,music,20230310,2023-03-10,drake,hiphop,youtube,27,41,Active,
3437,music,20230310,2023-03-10,bunny,latin,apple,52,74,Active,
3438,music,20230310,2023-03-10,weeknd,rnb,youtube,95,94,Active,
3439,music,20230310,2023-03-10,eilish,alt,youtube,0,,Inactive,
3440,music,20230310,2023-03-10,wallen,country,youtube,5,80,Active,
3441,music,20230310,2023-03-10,sza,rnb,spotify,38,92,Active,
3442,music,20230317,2023-03-17,swift,pop,apple,81,,Active,
3443,music,20230317,2023-03-17,drake,hiphop,spotify,81,91,Active,
3444,music,20230317,2023-03-17,bunny,latin,youtube,0,37,Inactive,
3445,music,20230317,2023-03-17,weeknd,rnb,youtube,11,73,Active,
3446,music,20230317,2023-03-17,eilish,alt,youtube,0,69,Inactive,
3447,music,20230317,2023-03-17,wallen,country,spotify,42,100,Active,
3448,music,20230317,2023-03-17,sza,rnb,youtube,66,58,Active,
3449,music,20230324,2023-03-24,swift,pop,amazon,22,100,Active,
3450,music,20230324,2023-03-24,drake,hiphop,spotify,55,70,Active,
3451,music,20230324,2023-03-24,bunny,latin,youtube,0,94,Inactive,
3452,music,20230324,2023-03-24,weeknd,rnb,youtube,58,84,Active,
3453,music,20230324,2023-03-24,eilish,alt,youtube,48,56,Active,
3454,music,20230324,2023-03-24,wallen,country,spotify,13,47,Active,
3455,music,20230324,2023-03-24,sza,rnb,amazon,3,37,Active,
3456,music,20230331,2023-03-31,swift,pop,spotify,25,89,Active,
3457,music,20230331,2023-03-31,drake,hiphop,amazon,16,36,Active,
3458,music,20230331,2023-03-31,bunny,latin,apple,33,26,Active,
3459,music,20230331,2023-03-31,weeknd,rnb,apple,92,93,Active,
3460,music,20230331,2023-03-31,eilish,alt,spotify,0,4,Inactive,
3461,music,20230331,2023-03-31,wallen,country,youtube,21,27,Active,
3462,music,20230331,2023-03-31,sza,rnb,spotify,31,32,Active,
3463,music,20230407,2023-04-07,swift,pop,apple,0,88,Inactive,
3464,music,20230407,2023-04-07,drake,hiphop,youtube,19,93,Active,
3465,music,20230407,2023-04-07,bunny,latin,apple,61,,Active,
3466,music,20230407,2023-04-07,weeknd,rnb,youtube,49,48,Active,
3467,music,20230407,2023-04-07,eilish,alt,youtube,0,2,Inactive,
3468,music,20230407,2023-04-07,wallen,country,youtube,52,,Active,
3469,music,20230407,2023-04-07,sza,rnb,amazon,82,22,Active,
3470,music,20230414,2023-04-14,swift,pop,apple,0,84,Inactive,
3471,music,20230414,2023-04-14,drake,hiphop,youtube,0,,Inactive,
3472,music,20230414,2023-04-14,bunny,latin,apple,84,68,Active,
3473,music,20230414,2023-04-14,weeknd,rnb,spotify,79,13,Active,
3474,music,20230414,2023-04-14,eilish,alt,amazon,43,23,Active,
3475,music,20230414,2023-04-14,wallen,country,apple,18,56,Active,
3476,music,20230414,2023-04-14,sza,rnb,apple,0,34,Inactive,
3477,music,20230421,2023-04-21,swift,pop,youtube,88,7,Active,
3478,music,20230421,2023-04-21,drake,hiphop,spotify,47,83,Active,
3479,music,20230421,2023-04-21,bunny,latin,apple,35,42,Active,
3480,music,20230421,2023-04-21,weeknd,rnb,spotify,16,3,Active,
3481,music,20230421,2023-04-21,eilish,alt,youtube,16,,Active,
3482,music,20230421,2023-04-21,wallen,country,apple,80,46,Active,
3483,music,20230421,2023-04-21,sza,rnb,amazon,2,57,Active,
3484,music,20230428,2023-04-28,swift,pop,youtube,4,75,Active,
3485,music,20230428,2023-04-28,drake,hiphop,apple,0,69,Inactive,
3486,music,20230428,2023-04-28,bunny,latin,amazon,45,75,Active,
3487,music,20230428,2023-04-28,weeknd,rnb,spotify,65,40,Active,
3488,music,20230428,2023-04-28,eilish,alt,amazon,40,47,Active,
3489,music,20230428,2023-04-28,wallen,country,spotify,16,86,Active,
3490,music,20230428,2023-04-28,sza,rnb,apple,61,99,Active,
3491,music,20230505,2023-05-05,swift,pop,apple,38,100,Active,
3492,music,20230505,2023-05-05,drake,hiphop,spotify,12,73,Active,
3493,music,20230505,2023-05-05,bunny,latin,spotify,43,27,Active,
3494,music,20230505,2023-05-05,weeknd,rnb,apple,80,10,Active,
3495,music,20230505,2023-05-05,eilish,alt,spotify,79,72,Active,
3496,music,20230505,2023-05-05,wallen,country,spotify,0,4,Inactive,
3497,music,20230505,2023-05-05,sza,rnb,youtube,0,8,Inactive,
3498,music,20230512,2023-05-12,swift,pop,youtube,0,,Inactive,
3499,music,20230512,2023-05-12,drake,hiphop,amazon,50,,Active,
3500,music,20230512,2023-05-12,bunny,latin,youtube,18,38,Active,
3501,music,20230512,2023-05-12,weeknd,rnb,youtube,68,80,Active,
3502,music,20230512,2023-05-12,eilish,alt,spotify,83,46,Active,
3503,music,20230512,2023-05-12,wallen,country,amazon,57,29,Active,
3504,music,20230512,2023-05-12,sza,rnb,amazon,10,11,Active,
3505,music,20230519,2023-05-19,swift,pop,apple,74,,Active,
3506,music,20230519,2023-05-19,drake,hiphop,amazon,35,,Active,
3507,music,20230519,2023-05-19,bunny,latin,amazon,0,96,Inactive,
3508,music,20230519,2023-05-19,weeknd,rnb,apple,40,31,Active,
3509,music,20230519,2023-05-19,eilish,alt,amazon,3,27,Active,
3510,music,20230519,2023-05-19,wallen,country,spotify,19,40,Active,
3511,music,20230519,2023-05-19,sza,rnb,spotify,94,81,Active,
3512,music,20230526,2023-05-26,swift,pop,apple,44,50,Active,
3513,music,20230526,2023-05-26,drake,hiphop,apple,42,,Active,
3514,music,20230526,2023-05-26,bunny,latin,youtube,24,75,Active,
3515,music,20230526,2023-05-26,weeknd,rnb,spotify,56,68,Active,
3516,music,20230526,2023-05-26,eilish,alt,amazon,0,,Inactive,
3517,music,20230526,2023-05-26,wallen,country,spotify,86,72,Active,
3518,music,20230526,2023-05-26,sza,rnb,youtube,47,64,Active,
3519,music,20230602,2023-06-02,swift,pop,spotify,75,,Active,
3520,music,20230602,2023-06-02,drake,hiphop,apple,47,38,Active,
3521,music,20230602,2023-06-02,bunny,latin,apple,25,50,Active,
3522,music,20230602,2023-06-02,weeknd,rnb,youtube,44,64,Active,
3523,music,20230602,2023-06-02,eilish,alt,amazon,0,97,Inactive,
3524,music,20230602,2023-06-02,wallen,country,spotify,0,54,Inactive,
3525,music,20230602,2023-06-02,sza,rnb,apple,64,31,Active,
3526,music,20230609,2023-06-09,swift,pop,spotify,78,75,Active,
3527,music,20230609,2023-06-09,drake,hiphop,youtube,11,4,Active,
3528,music,20230609,2023-06-09,bunny,latin,apple,27,47,Active,
3529,music,20230609,2023-06-09,weeknd,rnb,spotify,31,1,Active,
3530,music,20230609,2023-06-09,eilish,alt,apple,64,11,Active,
3531,music,20230609,2023-06-09,wallen,country,amazon,87,68,Active,
3532,music,20230609,2023-06-09,sza,rnb,apple,0,41,Inactive,
3533,music,20230616,2023-06-16,swift,pop,amazon,0,86,Inactive,
3534,music,20230616,2023-06-16,drake,hiphop,spotify,0,88,Inactive,
3535,music,20230616,2023-06-16,bunny,latin,apple,78,29,Active,
3536,music,20230616,2023-06-16,weeknd,rnb,youtube,84,93,Active,
3537,music,20230616,2023-06-16,eilish,alt,spotify,0,3,Inactive,
3538,music,20230616,2023-06-16,wallen,country,spotify,53,7,Active,
3539,music,20230616,2023-06-16,sza,rnb,amazon,88,,Active,
3540,music,20230623,2023-06-23,swift,pop,youtube,40,,Active,
3541,music,20230623,2023-06-23,drake,hiphop,amazon,80,86,Active,
3542,music,20230623,2023-06-23,bunny,latin,amazon,20,78,Active,
3543,music,20230623,2023-06-23,weeknd,rnb,amazon,59,47,Active,
3544,music,20230623,2023-06-23,eilish,alt,youtube,0,73,Inactive,
3545,music,20230623,2023-06-23,wallen,country,apple,0,85,Inactive,
3546,music,20230623,2023-06-23,sza,rnb,apple,14,84,Active,
3547,music,20230630,2023-06-30,swift,pop,amazon,71,100,Active,
3548,music,20230630,2023-06-30,drake,hiphop,amazon,28,17,Active,
3549,music,20230630,2023-06-30,bunny,latin,spotify,26,90,Active,
3550,music,20230630,2023-06-30,weeknd,rnb,youtube,36,,Active,
3551,music,20230630,2023-06-30,eilish,alt,apple,93,67,Active,
3552,music,20230630,2023-06-30,wallen,country,apple,42,,Active,
3553,music,20230630,2023-06-30,sza,rnb,apple,25,,Active,
3554,music,20230707,2023-07-07,swift,pop,youtube,0,,Inactive,
3555,music,20230707,2023-07-07,drake,hiphop,spotify,71,13,Active,
3556,music,20230707,2023-07-07,bunny,latin,spotify,46,69,Active,
3557,music,20230707,2023-07-07,weeknd,rnb,youtube,59,66,Active,
3558,music,20230707,2023-07-07,eilish,alt,apple,82,80,Active,
3559,music,20230707,2023-07-07,wallen,country,youtube,10,11,Active,
3560,music,20230707,2023-07-07,sza,rnb,amazon,54,45,Active,
3561,music,20230714,2023-07-14,swift,pop,amazon,66,88,Active,
3562,music,20230714,2023-07-14,drake,hiphop,spotify,0,42,Inactive,
3563,music,20230714,2023-07-14,bunny,latin,youtube,57,60,Active,
3564,music,20230714,2023-07-14,weeknd,rnb,amazon,62,67,Active,
3565,music,20230714,2023-07-14,eilish,alt,amazon,29,13,Active,
3566,music,20230714,2023-07-14,wallen,country,apple,93,,Active,
3567,music,20230714,2023-07-14,sza,rnb,youtube,61,55,Active,
3568,music,20230721,2023-07-21,swift,pop,apple,54,78,Active,
3569,music,20230721,2023-07-21,drake,hiphop,youtube,65,42,Active,
3570,music,20230721,2023-07-21,bunny,latin,amazon,64,42,Active,
3571,music,20230721,2023-07-21,weeknd,rnb,amazon,64,40,Active,
3572,music,20230721,2023-07-21,eilish,alt,apple,28,62,Active,
3573,music,20230721,2023-07-21,wallen,country,youtube,29,,Active,
3574,music,20230721,2023-07-21,sza,rnb,spotify,49,64,Active,
3575,music,20230728,2023-07-28,swift,pop,amazon,44,34,Active,
3576,music,20230728,2023-07-28,drake,hiphop,spotify,15,7,Active,
3577,music,20230728,2023-07-28,bunny,latin,spotify,46,,Active,
3578,music,20230728,2023-07-28,weeknd,rnb,amazon,47,86,Active,
3579,music,20230728,2023-07-28,eilish,alt,amazon,11,96,Active,
3580,music,20230728,2023-07-28,wallen,country,spotify,61,98,Active,
3581,music,20230728,2023-07-28,sza,rnb,amazon,50,14,Active,
3582,music,20230804,2023-08-04,swift,pop,youtube,64,55,Active,
3583,music,20230804,2023-08-04,drake,hiphop,amazon,62,,Active,
3584,music,20230804,2023-08-04,bunny,latin,apple,30,4,Active,
3585,music,20230804,2023-08-04,weeknd,rnb,apple,0,8,Inactive,
3586,music,20230804,2023-08-04,eilish,alt,apple,46,74,Active,
3587,music,20230804,2023-08-04,wallen,country,apple,68,27,Active,
3588,music,20230804,2023-08-04,sza,rnb,amazon,0,26,Inactive,
3589,music,20230811,2023-08-11,swift,pop,youtube,7,44,Active,
3590,music,20230811,2023-08-11,drake,hiphop,apple,0,,Inactive,
3591,music,20230811,2023-08-11,bunny,latin,amazon,92,94,Active,
3592,music,20230811,2023-08-11,weeknd,rnb,amazon,10,83,Active,
3593,music,20230811,2023-08-11,eilish,alt,youtube,66,94,Active,
3594,music,20230811,2023-08-11,wallen,country,amazon,60,17,Active,
3595,music,20230811,2023-08-11,sza,rnb,amazon,0,23,Inactive,
3596,music,20230818,2023-08-18,swift,pop,spotify,9,14,Active,
3597,music,20230818,2023-08-18,drake,hiphop,spotify,9,95,Active,
3598,music,20230818,2023-08-18,bunny,latin,amazon,26,32,Active,
3599,music,20230818,2023-08-18,weeknd,rnb,youtube,82,35,Active,
3600,music,20230818,2023-08-18,eilish,alt,spotify,76,67,Active,
3601,music,20230818,2023-08-18,wallen,country,youtube,58,86,Active,
3602,music,20230818,2023-08-18,sza,rnb,youtube,81,16,Active,
3603,music,20230825,2023-08-25,swift,pop,spotify,11,57,Active,
3604,music,20230825,2023-08-25,drake,hiphop,amazon,0,50,Inactive,
3605,music,20230825,2023-08-25,bunny,latin,amazon,34,1,Active,
3606,music,20230825,2023-08-25,weeknd,rnb,amazon,6,4,Active,
3607,music,20230825,2023-08-25,eilish,alt,apple,18,67,Active,
3608,music,20230825,2023-08-25,wallen,country,amazon,24,73,Active,
3609,music,20230825,2023-08-25,sza,rnb,amazon,50,78,Active,
3610,music,20230901,2023-09-01,swift,pop,youtube,32,39,Active,
3611,music,20230901,2023-09-01,drake,hiphop,spotify,47,7,Active,
3612,music,20230901,2023-09-01,bunny,latin,spotify,89,,Active,
3613,music,20230901,2023-09-01,weeknd,rnb,apple,14,80,Active,
3614,music,20230901,2023-09-01,eilish,alt,amazon,21,96,Active,
3615,music,20230901,2023-09-01,wallen,country,spotify,53,,Active,
3616,music,20230901,2023-09-01,sza,rnb,youtube,35,90,Active,
3617,music,20230908,2023-09-08,swift,pop,spotify,4,76,Active,
3618,music,20230908,2023-09-08,drake,hiphop,youtube,0,95,Inactive,
3619,music,20230908,2023-09-08,bunny,latin,spotify,88,60,Active,
3620,music,20230908,2023-09-08,weeknd,rnb,amazon,0,92,Inactive,
3621,music,20230908,2023-09-08,eilish,alt,youtube,87,55,Active,
3622,music,20230908,2023-09-08,wallen,country,spotify,77,85,Active,
3623,music,20230908,2023-09-08,sza,rnb,apple,52,20,Active,
3624,music,20230915,2023-09-15,swift,pop,spotify,60,,Active,
3625,music,20230915,2023-09-15,drake,hiphop,youtube,55,,Active,
3626,music,20230915,2023-09-15,bunny,latin,amazon,0,,Inactive,
3627,music,20230915,2023-09-15,weeknd,rnb,apple,36,98,Active,
3628,music,20230915,2023-09-15,eilish,alt,apple,74,86,Active,
3629,music,20230915,2023-09-15,wallen,country,amazon,82,60,Active,
3630,music,20230915,2023-09-15,sza,rnb,apple,39,31,Active,
3631,music,20230922,2023-09-22,swift,pop,apple,0,71,Inactive,
3632,music,20230922,2023-09-22,drake,hiphop,amazon,36,89,Active,
3633,music,20230922,2023-09-22,bunny,latin,amazon,0,86,Inactive,
3634,music,20230922,2023-09-22,weeknd,rnb,amazon,61,55,Active,
3635,music,20230922,2023-09-22,eilish,alt,youtube,47,1,Active,
3636,music,20230922,2023-09-22,wallen,country,amazon,86,71,Active,
3637,music,20230922,2023-09-22,sza,rnb,amazon,72,69,Active,
3638,music,20230929,2023-09-29,swift,pop,spotify,83,98,Active,
3639,music,20230929,2023-09-29,drake,hiphop,amazon,0,12,Inactive,
3640,music,20230929,2023-09-29,bunny,latin,spotify,60,7,Active,
3641,music,20230929,2023-09-29,weeknd,rnb,spotify,33,,Active,
3642,music,20230929,2023-09-29,eilish,alt,spotify,81,1,Active,
3643,music,20230929,2023-09-29,wallen,country,spotify,19,26,Active,
3644,music,20230929,2023-09-29,sza,rnb,apple,17,37,Active,
3645,music,20231006,2023-10-06,swift,pop,spotify,72,21,Active,
3646,music,20231006,2023-10-06,drake,hiphop,apple,68,45,Active,
3647,music,20231006,2023-10-06,bunny,latin,spotify,16,40,Active,
3648,music,20231006,2023-10-06,weeknd,rnb,spotify,49,85,Active,
3649,music,20231006,2023-10-06,eilish,alt,apple,62,58,Active,
3650,music,20231006,2023-10-06,wallen,country,spotify,46,100,Active,
3651,music,20231006,2023-10-06,sza,rnb,youtube,27,45,Active,
3652,music,20231013,2023-10-13,swift,pop,youtube,0,19,Inactive,
3653,music,20231013,2023-10-13,drake,hiphop,spotify,85,21,Active,
3654,music,20231013,2023-10-13,bunny,latin,youtube,30,41,Active,
3655,music,20231013,2023-10-13,weeknd,rnb,amazon,52,25,Active,
3656,music,20231013,2023-10-13,eilish,alt,spotify,65,66,Active,
3657,music,20231013,2023-10-13,wallen,country,youtube,56,,Active,
3658,music,20231013,2023-10-13,sza,rnb,apple,89,54,Active,
3659,music,20231020,2023-10-20,swift,pop,amazon,3,32,Active,
3660,music,20231020,2023-10-20,drake,hiphop,youtube,30,7,Active,
3661,music,20231020,2023-10-20,bunny,latin,amazon,0,38,Inactive,
3662,music,20231020,2023-10-20,weeknd,rnb,spotify,14,27,Active,
3663,music,20231020,2023-10-20,eilish,alt,spotify,15,23,Active,
3664,music,20231020,2023-10-20,wallen,country,spotify,0,4,Inactive,
3665,music,20231020,2023-10-20,sza,rnb,youtube,0,51,Inactive,
3666,music,20231027,2023-10-27,swift,pop,amazon,0,1,Inactive,
3667,music,20231027,2023-10-27,drake,hiphop,apple,62,50,Active,
3668,music,20231027,2023-10-27,bunny,latin,spotify,12,3,Active,
3669,music,20231027,2023-10-27,weeknd,rnb,amazon,8,92,Active,
3670,music,20231027,2023-10-27,eilish,alt,apple,32,,Active,
3671,music,20231027,2023-10-27,wallen,country,spotify,88,20,Active,
3672,music,20231027,2023-10-27,sza,rnb,spotify,0,15,Inactive,
3673,music,20231103,2023-11-03,swift,pop,spotify,42,,Active,
3674,music,20231103,2023-11-03,drake,hiphop,spotify,47,51,Active,
3675,music,20231103,2023-11-03,bunny,latin,spotify,23,30,Active,
3676,music,20231103,2023-11-03,weeknd,rnb,apple,86,9,Active,
3677,music,20231103,2023-11-03,eilish,alt,spotify,85,97,Active,
3678,music,20231103,2023-11-03,wallen,country,spotify,22,5,Active,
3679,music,20231103,2023-11-03,sza,rnb,amazon,19,95,Active,
3680,music,20231110,2023-11-10,swift,pop,amazon,15,29,Active,
3681,music,20231110,2023-11-10,drake,hiphop,apple,0,96,Inactive,
3682,music,20231110,2023-11-10,bunny,latin,apple,32,90,Active,
3683,music,20231110,2023-11-10,weeknd,rnb,youtube,48,7,Active,
3684,music,20231110,2023-11-10,eilish,alt,amazon,43,77,Active,
3685,music,20231110,2023-11-10,wallen,country,youtube,26,68,Active,
3686,music,20231110,2023-11-10,sza,rnb,youtube,9,99,Active,
3687,music,20231117,2023-11-17,swift,pop,apple,55,91,Active,
3688,music,20231117,2023-11-17,drake,hiphop,youtube,51,94,Active,
3689,music,20231117,2023-11-17,bunny,latin,youtube,58,41,Active,
3690,music,20231117,2023-11-17,weeknd,rnb,youtube,0,70,Inactive,
3691,music,20231117,2023-11-17,eilish,alt,amazon,92,34,Active,
3692,music,20231117,2023-11-17,wallen,country,apple,0,86,Inactive,
3693,music,20231117,2023-11-17,sza,rnb,apple,87,78,Active,
3694,music,20231124,2023-11-24,swift,pop,apple,0,,Inactive,
3695,music,20231124,2023-11-24,drake,hiphop,apple,93,34,Active,
3696,music,20231124,2023-11-24,bunny,latin,youtube,60,53,Active,
3697,music,20231124,2023-11-24,weeknd,rnb,youtube,0,94,Inactive,
3698,music,20231124,2023-11-24,eilish,alt,amazon,65,31,Active,
3699,music,20231124,2023-11-24,wallen,country,apple,75,31,Active,
3700,music,20231124,2023-11-24,sza,rnb,youtube,88,66,Active,
3701,music,20231201,2023-12-01,swift,pop,youtube,0,7,Inactive,
3702,music,20231201,2023-12-01,drake,hiphop,amazon,70,24,Active,
3703,music,20231201,2023-12-01,bunny,latin,amazon,41,78,Active,
3704,music,20231201,2023-12-01,weeknd,rnb,youtube,0,52,Inactive,
3705,music,20231201,2023-12-01,eilish,alt,amazon,2,84,Active,
3706,music,20231201,2023-12-01,wallen,country,youtube,85,51,Active,
3707,music,20231201,2023-12-01,sza,rnb,apple,0,27,Inactive,
3708,music,20231208,2023-12-08,swift,pop,spotify,72,5,Active,
3709,music,20231208,2023-12-08,drake,hiphop,spotify,30,66,Active,
3710,music,20231208,2023-12-08,bunny,latin,spotify,5,52,Active,
3711,music,20231208,2023-12-08,weeknd,rnb,youtube,55,42,Active,
3712,music,20231208,2023-12-08,eilish,alt,youtube,92,82,Active,
3713,music,20231208,2023-12-08,wallen,country,apple,53,72,Active,
3714,music,20231208,2023-12-08,sza,rnb,youtube,4,76,Active,
3715,music,20231215,2023-12-15,swift,pop,amazon,0,22,Inactive,
3716,music,20231215,2023-12-15,drake,hiphop,youtube,62,76,Active,
3717,music,20231215,2023-12-15,bunny,latin,youtube,72,56,Active,
3718,music,20231215,2023-12-15,weeknd,rnb,apple,21,85,Active,
3719,music,20231215,2023-12-15,eilish,alt,amazon,6,76,Active,
3720,music,20231215,2023-12-15,wallen,country,apple,19,93,Active,
3721,music,20231215,2023-12-15,sza,rnb,apple,22,38,Active,
3722,music,20231222,2023-12-22,swift,pop,spotify,9,51,Active,
3723,music,20231222,2023-12-22,drake,hiphop,spotify,19,59,Active,
3724,music,20231222,2023-12-22,bunny,latin,youtube,38,44,Active,
3725,music,20231222,2023-12-22,weeknd,rnb,spotify,35,,Active,
3726,music,20231222,2023-12-22,eilish,alt,apple,11,46,Active,
3727,music,20231222,2023-12-22,wallen,country,amazon,83,71,Active,
3728,music,20231222,2023-12-22,sza,rnb,apple,83,63,Active,
3729,music,20231229,2023-12-29,swift,pop,youtube,0,32,Inactive,
3730,music,20231229,2023-12-29,drake,hiphop,apple,11,36,Active,
3731,music,20231229,2023-12-29,bunny,latin,apple,81,17,Active,
3732,music,20231229,2023-12-29,weeknd,rnb,spotify,0,29,Inactive,
3733,music,20231229,2023-12-29,eilish,alt,apple,45,81,Active,
